problem_slug,submission_id,student_code,code,score,testcase_results
Array_list_10,1325988,2213250,"int sumLessThanTarget(vector<int>& nums, int target) {
    // STUDENT ANSWER
    int ans= INT_MIN;
    for(int i=0;i<nums.size()-1;i++){
        for (int j= i+1;j<nums.size();j++){
            if ((long long)nums[i] + (long long)nums[j] < (long long)target) {
            ans = max(ans, nums[i] + nums[j]);
                }
            }
    } 
    return ans;
}",0.8,111111110
Array_list_11,1325988,2213250,"vector<int> updateArrayPerRange(vector<int>& nums, vector<vector<int>>& operations) {
    // STUDENT ANSWER
    int n = operations.size();
    for (int i=0;i< n;i++){
        for(int j= operations[i][0]; j<= operations[i][1];j++){
            nums[j]+= operations[i][2];
        }
    }
    return nums;
}",1.0,111111
Array_list_1,1327106,2211821,"int buyCar(int* nums, int length, int k) {
sort(nums,nums +length);
int count =0;
for (int i =0;i <length;i++){
k=k-nums[i];
if(k>=0) count++; else break;
}
return count;
}",1.0,1111111111
Array_list_2,1327106,2211821,"bool consecutiveOnes(vector<int>& nums) {
    bool x = 1;
    int len = nums.size();
    if (len == 0) return x;
    else {
        int h;
        for (h = 0;h < len;h++) {
            if (nums[h] == 1) break;
        }
        for (h = h + 1;h < len;h++) {
            if (nums[h] != 1) break;
        }
        for (h = h + 1;h < len;h++) {
            if (nums[h] == 1) {
                x = 0;
                break;
            }
        }
        return x;
    }
}",1.0,1111111111
Array_list_3,1327106,2211821,"bool consecutiveOnes(vector<int>& nums) {
    bool x = 1;
    int len = nums.size();
    if (len == 0) return x;
    else {
        int h;
        for (h = 0;h < len;h++) {
            if (nums[h] == 1) break;
        }
        for (h = h + 1;h < len;h++) {
            if (nums[h] != 1) break;
        }
        for (h = h + 1;h < len;h++) {
            if (nums[h] == 1) {
                x = 0;
                break;
            }
        }
        return x;
    }
}",1.0,1111111111
Array_list_4,1327106,2211821,"bool consecutiveOnes(vector<int>& nums) {
    bool x = 1;
    int len = nums.size();
    if (len == 0) return x;
    else {
        int h;
        for (h = 0;h < len;h++) {
            if (nums[h] == 1) break;
        }
        for (h = h + 1;h < len;h++) {
            if (nums[h] != 1) break;
        }
        for (h = h + 1;h < len;h++) {
            if (nums[h] == 1) {
                x = 0;
                break;
            }
        }
        return x;
    }
}",1.0,1111111111
Array_list_5,1327106,2211821,"bool equal(vector<int>& nums,int index){
    int sumall =0;
    int sumidx =0;
    int len = nums.size();
    for(int i =0 ; i< len;i++){
        sumall += nums[i];
    }
    sumall = sumall + nums[index];
    for (int i =0;i <= index; i++){
        sumidx += nums[i];
    }
    sumidx = sumidx *2;
    if (sumall == sumidx ) return 1;
    else return 0;
}


int equalSumIndex(vector<int>& nums) {
    int len =nums.size();
    if (len ==0 ) return 1;
    for (int i=0;i<len;i++){
        if (equal(nums,i)) return i;
    }
    return -1;
}",0.7,11111110
Array_list_6,1327106,2211821,"int longestSublist(vector<string>& words) {
int longest = 0;
    int currentLength = 1; 

    if (words.empty()) {
        return longest;
    }

    char currentFirstLetter = words[0][0];
    for (int i = 1; i < words.size(); i++) {
        if (words[i][0] == currentFirstLetter) {
            currentLength++;
        } else {
            longest = max(longest, currentLength);
            currentFirstLetter = words[i][0];
            currentLength = 1; 
        }
    }
    longest = max(longest, currentLength);

    return longest;
}",1.0,1111111
Array_list_8,1327106,2211821,"void mySort(int arr[], int n) {
    for (int i = 0; i < n - 1; i++) {
        for (int j = 0; j < n - i - 1; j++) {
            if (arr[j] > arr[j + 1]) {
                swap(arr[j], arr[j + 1]);
            }
        }
    }
}
int result(vector<int> nums, int i, int k) {
    int len = nums.size();
    for (;i < len - k;i++) {
        nums[i] = nums[i + k];
    }
    int* array = new int[len - k];
    for (int j = 0;j < len - k;j++) {
        array[j] = nums[j];
    }
    mySort(array,len-k);
    int x = array[len - k - 1] - array[0];
    delete[] array;
    return x;
}


int minimumAmplitude(vector<int>& nums, int k) {
    int len = nums.size();
    if (k >= len) return 0;
    else {
        int hight = result(nums, 0, k);
        for (int i = 1;i < len;i++) {
            if (hight > result(nums, i, k)) hight = result(nums, i, k);
        }
        return hight;
    }
}",0.5,111110
Array_list_9,1327106,2211821,"int steadySpeed(vector<int>& p) {
    int n = p.size();
    if (n <= 1) {
        return n;
    }

    int max_length = 1;
    int current_length = 1;
    int current_speed = abs(p[1] - p[0]); 

    for (int i = 1; i < n - 1; i++) {
        int speed = abs(p[i + 1] - p[i]);

        if (speed == current_speed) {
            current_length++;
        } else {
            max_length = max(max_length, current_length);
            current_length = 1;
            current_speed = speed;
        }
    }
    max_length = max(max_length, current_length);

    return max_length +1;
}",0.95,111111111111111
Array_list_10,1327106,2211821,"int sumLessThanTarget(vector<int>& nums, int target) {
 int left = 0;
    int right = nums.size() - 1;
    int maxSum = INT_MIN;

    while (left < right) {
        int currentSum = nums[left] + nums[right];

        if (currentSum < target) {
            maxSum = max(maxSum, currentSum);
            left++;
        } else {
            right--;
        }
    }

    return maxSum;
}",1.0,1111111111
Array_list_11,1327106,2211821,"vector<int> updateArrayPerRange(vector<int>& nums, vector<vector<int>>& operations) {
    int n = nums.size();
    vector<int> result(n, 0);

    for (const vector<int>& op : operations) {
        int L = op[0];
        int R = op[1];
        int X = op[2];

        // Áp dụng phép cập nhật vào mảng kết quả
        for (int i = L; i <= R; i++) {
            result[i] += X;
        }
    }
    for (int i=0;i<n;i++){
        result[i] += nums[i];
    }
    return result ;
}",1.0,111111
Array_list_1,1333515,2211170,"int buyCar(int* nums, int length, int k) {
sort(nums, nums + length);
int count = 0;
int totalCost = 0;
for (int i = 0; i < length; i++) {
        if (totalCost + nums[i] <= k) {
            totalCost += nums[i];
            count++;
        } else {
            break;  // Budget exhausted, exit the loop
        }
    }

    return count;
}",1.0,1111111111
Array_list_2,1333515,2211170,"bool consecutiveOnes(vector<int>& nums) {
    // STUDENT ANSWER
    int n = nums.size();
    if (n == 0)
        return true;
    int i = 0;
    
}",0.1,0100000000
Array_list_5,1333515,2211170,"int equalSumIndex(vector<int>& nums) {
    // STUDENT ANSWER
    int n = nums.size();
    
    if (n < 3)
        return 0;
        
    int leftSum = 0;
    int rightSum = 0;
    
    for (int i = 1; i < n; i++)
        rightSum += nums[i];
    
    for (int i = 1; i < n; i++){
        leftSum += nums[i - 1];
        rightSum -= nums[i];
        
        if (leftSum == rightSum)
            return i;
    }
    
    return -1;
    
}",1.0,1111111111
Array_list_6,1333515,2211170,"int longestSublist(vector<string>& words) {
    // STUDENT ANSWER
    int n = words.size();
    if (n == 0)
        return 0;
        
    vector<int> count(27,0);
    
    int maxLength = 0;
    
    for (const string& word : words){
        char firstLetter = word[0];
        int idx = firstLetter - 'a';
        count[idx]++;
        maxLength = max(maxLength, count[idx]);
    }
    
    return maxLength;
}",0.29,1100000
Array_list_10,1333515,2211170,"int sumLessThanTarget(vector<int>& nums, int target) {
    // STUDENT ANSWER
     int left = 0;
    int right = nums.size() - 1;
    int largestSum = INT_MIN;

    while (left < right) {
        int sum = nums[left] + nums[right];
        if (sum < target) {
            largestSum = max(largestSum, sum);
            left++;
        } else {
            right--;
        }
    }

    return largestSum;
}",1.0,1111111111
Array_list_1,1333910,2210997,"int buyCar(int* nums, int length, int k) {
    sort(nums,nums+length);
    int Max = 0;
    int temp = 0;
    for (int i=0; i < length;i++)
    {
        Max = Max + nums[i];
        if (Max <= k)
        {
            temp ++;
        }
        else { break;}
    }
    return temp;

}",1.0,1111111111
Array_list_2,1333910,2210997,"bool consecutiveOnes(vector<int>& nums) {
    bool meetOne = false;
    bool space = false;
    for (int i = 0; i < nums.size(); i++) {
        if (nums[i] == 1) {
            if (space) return false;
            meetOne = true;
        } else {
            if (meetOne) {
                space = true;
            }
        }
    }
    return true;
}",1.0,1111111111
Array_list_3,1333910,2210997,"bool consecutiveOnes(vector<int>& nums) {
    bool meetOne = false;
    bool space = false;
    for (int i = 0; i < nums.size(); i++) {
        if (nums[i] == 1) {
            if (space) return false;
            meetOne = true;
        } else {
            if (meetOne) {
                space = true;
            }
        }
    }
    return true;
}",1.0,1111111111
Array_list_4,1333910,2210997,"bool consecutiveOnes(vector<int>& nums) {
    bool meetOne = false;
    bool space = false;
    for (int i = 0; i < nums.size(); i++) {
        if (nums[i] == 1) {
            if (space) return false;
            meetOne = true;
        } else {
            if (meetOne) {
                space = true;
            }
        }
    }
    return true;
}",1.0,1111111111
Array_list_5,1333910,2210997,"int equalSumIndex(vector<int>& nums) {
    // STUDENT ANSWER
    int n = nums.size();
    int totalSum = 0;
    for (int i: nums) {
        totalSum +=i;    
    }
    int leftSum = 0;
    for (int i=0;i<n;i++)
    {
        int rightSum = totalSum - leftSum - nums[i];
        if (leftSum == rightSum) return i;
        leftSum += nums[i];
    }
    return -1;
    
}",1.0,1111111111
Array_list_6,1333910,2210997,"int longestSublist(vector<string>& words) {
    // STUDENT ANSWER
    int n = words.size();
    if (n==0) return 0;
    int longest = 0;
    int cur = 0;
    char curr = '\0';
    for (auto word: words)
    {
        if (word[0] != curr)
        {
            cur = 1;
            curr = word[0];
        }
        else
        {
            cur ++;
        }
        longest = max(longest, cur);
    }
    return longest;
}",1.0,1111111
Array_list_7,1333910,2210997,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n]; 

    for (int i = 0; i < n; i++) {
        int maxElement = nums[i];
        dp[i] = maxElement * 1;

        for (int j = 1; j <= k && i - j + 1 >= 0; ++j) {
            maxElement = std::max(maxElement, nums[i - j + 1]);
            dp[i] = max(dp[i], maxElement * j + (i - j >= 0 ? dp[i - j] : 0));
        }
    }

    int result = dp[n - 1];
    delete[] dp; 

    return result;
}",1.0,11111
Array_list_8,1333910,2210997,"int minimumAmplitude(vector<int>& nums, int k) {
    vector<int> leftMin = nums;
    vector<int> rightMin = nums;
    vector<int> leftMax = nums;
    vector<int> rightMax = nums;
    int size = nums.size();
    for(int i = 1; i < size;i++)
    {
        leftMin[i] = min(leftMin[i],leftMin[i-1]);
        leftMax[i] = max(leftMax[i],leftMax[i-1]);
    }
    for(int i = size - 2; i >= 0;i--) 
    {
        rightMin[i] = min(rightMin[i],rightMin[i+1]);
        rightMax[i] = max(rightMax[i],rightMax[i+1]);
    }
    int ans = min(rightMax[k]-rightMin[k],leftMax[size-k-1]-leftMin[size-k-1]);
    for(int i = 0; i <= size-k-2;i++)
    {
        int tmp = (max(leftMax[i],rightMax[i+k+1])) - (min(leftMin[i],rightMin[i+k+1]));
        ans = min(ans,tmp);
    }
    return ans;
}",1.0,1111111111
Array_list_9,1333910,2210997,"int steadySpeed(vector<int>& positions) {
    if(positions.size() == 1) return 1;
    if(positions.size() == 2) return 2;
    int size = positions.size();
    int step = 2;
    int maxStep = 2;
    int tag = abs(positions[1] - positions[0]);
    for(int i = 2; i<size; i++){
        if(abs(positions[i]-positions[i-1]) == tag) step++;
        else {
            maxStep = max(maxStep,step);
            step = 2;
            tag = abs(positions[i]-positions[i-1]);
            }
    }
    maxStep = max(maxStep,step);
    return maxStep;
}",1.0,111111111111111
Array_list_10,1333910,2210997,"int sumLessThanTarget(vector<int>& nums, int target) {
    // STUDENT ANSWER
    int left = 0 ;
    int right = nums.size()-1;
    int maxSum = 0;
    while (left < right)
    {
        int curSum = nums[left]+nums[right];
        if (curSum<target)
        {
            maxSum = max(maxSum,curSum);
            left ++;
        }
        else right--;
    }
    return maxSum;
}",1.0,1111111111
Array_list_11,1333910,2210997,"vector<int> updateArrayPerRange(vector<int>& nums, vector<vector<int>>& operations) {
    for (vector<int>& op : operations) {
        int L = op[0];
        int R = op[1];
        int X = op[2];

        int n = nums.size(); 


        if (L >= 0 && R < n) {
            for (int i = L; i <= R; i++) {
                nums[i] += X;
            }
        } 
    }

    return nums;
}
",1.0,111111
Array_list_1,1333934,2212935,"int buyCar(int* nums, int length, int k) {
sort(nums, nums+length);
    int  count = 0;
    int tmpk = k;
for (int i = 0; i < length; i++){
    if (tmpk >= nums[i]){
        tmpk -= nums[i];
        count++;
    }
    else break;
}
return count;
}",1.0,1111111111
Array_list_2,1333934,2212935,"bool consecutiveOnes(vector<int>& nums) {
    // STUDENT ANSWER
    bool meet1 = 0;
    bool space = 0;
    for (int i = 0; i < nums.size(); i++){
        if (nums[i] == 1){
            if (space) return 0;
            meet1 = true;
        }
        else {
            if (meet1) space = true;
        }
        
    }
    return 1;
}",1.0,1111111111
Array_list_3,1333934,2212935,"bool consecutiveOnes(vector<int>& nums) {
    // STUDENT ANSWER
    bool meet1 = 0;
    bool space = 0;
    for (int i = 0; i < nums.size(); i++){
        if (nums[i] == 1){
            if (space) return 0;
            meet1 = true;
        }
        else {
            if (meet1) space = true;
        }
        
    }
    return 1;
}",1.0,1111111111
Array_list_4,1333934,2212935,"bool consecutiveOnes(vector<int>& nums) {
    // STUDENT ANSWER
    bool meet1 = 0;
    bool space = 0;
    for (int i = 0; i < nums.size(); i++){
        if (nums[i] == 1){
            if (space) return 0;
            meet1 = true;
        }
        else {
            if (meet1) space = true;
        }
        
    }
    return 1;
}",1.0,1111111111
Array_list_5,1333934,2212935,"int equalSumIndex(vector<int>& nums) {
    // STUDENT ANSWER
    int sum1 = 0, sum2 = 0;
    if (nums.size() == 0) return -1;
    for (int i = 0; i < nums.size(); i++){
       sum1 += nums[i];
    }
    for (int i = 0; i < nums.size(); i++){
        sum1 -= nums[i];
        if (sum1 == sum2) return i;
        sum2 += nums[i];
    }
    return -1;
}",1.0,1111111111
Array_list_6,1333934,2212935,"int longestSublist(vector<string>& words) {
    // STUDENT ANSWER
    int curCount = 0; 
    int count = 1;
    char tmp;
    for (int i = 0; i < words.size(); i++){
        if (tmp != words[i][0]){
            tmp = words[i][0];
            count = 1;
        }
        else count++;
        if (curCount < count) curCount = count;
    }
    return curCount;
}",1.0,1111111
Array_list_1,1335098,2211878,"int buyCar(int* nums, int length, int k) {
    sort(nums, nums + length);
    int count = 0;
    for (int i = 0; i < length; i++) {
        if (k >= nums[i]) {
            k -= nums[i];
            count++;
        }
    }
    return count;
}",1.0,1111111111
Array_list_2,1335098,2211878,"bool consecutiveOnes(vector<int>& nums) {
    // STUDENT ANSWER
    int n = nums.size();
    if (n == 0) return true;
    
    int i = 0;
    while (i < n && nums[i] != 1) {
        i++;
    } if(i == n) return false;
    while (i < n && nums[i] == 1) {
        i++;
    }
    if(i == n) return true;
    while(i < n && nums[i] != 1){
        i++;
    }  
    if(i == n) return true;
    return false;
    
}",1.0,1111111111
Array_list_3,1335098,2211878,"bool consecutiveOnes(vector<int>& nums) {
    int n = nums.size();
    if (n == 0) {
        return true;
    }
    
    int i = 0;
    while (i < n && nums[i] != 1) {
        i++;
    } if(i == n) return false;
    while (i < n && nums[i] == 1) {
        i++;
    }
    if(i == n) return true;
    while(i < n && nums[i] != 1){
        i++;
    }  
    if(i == n) return true;
    return false;
}",1.0,1111111111
Array_list_4,1335098,2211878,"bool consecutiveOnes(vector<int>& nums) {
    // STUDENT ANSWER
    int n = nums.size();
    if (n == 0) {
        return true;
    }
    
    int i = 0;
    while (i < n && nums[i] != 1) {
        i++;
    } if(i == n) return false;
    while (i < n && nums[i] == 1) {
        i++;
    }
    if(i == n) return true;
    while(i < n && nums[i] != 1){
        i++;
    }  
    if(i == n) return true;
    return false;
}",1.0,1111111111
