problem_slug,submission_id,student_code,code,score,testcase_results,labels
Array_list_7,1376649,2211667,"int maxSum(int* nums, int n, int k) {
    int sum = 0;
    for (int i = 0; i < n; i += k) {
        int maxNum = 0;
        for (int j = i; j < min(i + k, n); ++j) {
            maxNum = max(maxNum, nums[j]);
        }
        sum += maxNum * min(k, n - i);
    }
    return sum;
}",0.2,10000,4
Array_list_7,1379470,1913560,"int maxSum(int* nums, int n, int k) {
    int result = 0;
    int num = 0;
    int currentMax = nums[0];

    for (int i = 0; i < n; i++) {
        num += 1;
        currentMax = max(currentMax, nums[i]);

        if (num == k || nums[i] == nums[i + 1] || (num == 2 && nums[i - 1] == nums[i + 1]) || i == n - 1) {
            result += num * currentMax;
            num = 0;
            currentMax = nums[i + 1];
        }
    }

    return result;
}",0.4,10100,4
Array_list_7,1381496,2212303,"int maxSum(int* nums, int n, int k) {
    int *maxS=new int[n];
        int max_sum = 0;
    for (int i = 0; i < n; i++) maxS[i] = 0;
    for (int i = 0; i < n; ++i) {
        int max_val = nums[i];
        int current_product = 0;
        for (int j = i; j >= 0 && i - j + 1 <= k; j--) {
            max_val = max(max_val, nums[j]);
            current_product = max_val * (i - j + 1);
            if (j > 0) {
                current_product += maxS[j - 1];
            }
            if (current_product > maxS[i])
                maxS[i] = current_product;
        }
    }
    for (int i = 0; i < n; ++i) {
        if (maxS[i] > max_sum)
            max_sum = maxS[i];
    }
    return max_sum;
}",1.0,11111,0
Array_list_7,1384333,2211876,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n + 1];
    

    for (int i = 0; i <= n; i++) {
        dp[i] = 0;
    }

    
    for (int i = 1; i <= n; i++) {
        int maxElement = 0;
        
        
        for (int j = 1; j <= k && i - j >= 0; j++) {
            
            maxElement = max(maxElement, nums[i - j]);
            int currentSValue = maxElement * j;
            
            
            dp[i] = max(dp[i], dp[i - j] + currentSValue);
        }
    }

   
    int result = dp[n];
    
    
    delete[] dp;

    return result;

   
}",1.0,11111,0
Array_list_7,1386900,2211738,"int maxSum(int* nums, int n, int k) {
    if(n == 0) return 0;
    int count = 1, sum = 0, maxi = nums[0];
    for(int i = 1; i < n; i++){
        if(nums[i] != nums[i-1] && count < k){
            count++;
            maxi = max(maxi, nums[i]);
        }else{
            sum += maxi*count;
            count = 1;
            maxi = nums[i];
        }
    }
    sum += maxi*count;
    return sum;
}",0.4,10100,4
Array_list_7,1390888,2212651,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n]; 

    for (int i = 0; i < n; i++) {
        int maxElement = nums[i];
        dp[i] = maxElement * 1;

        for (int j = 1; j <= k && i + 1 >= j ; j++) {
            maxElement = max(maxElement, nums[i - j + 1]);
            dp[i] = max(dp[i], maxElement * j + (i - j >= 0 ? dp[i - j] : 0));
        }
    }

    int result = dp[n - 1];
    delete[] dp; 

    return result;
}",1.0,11111,0
Array_list_7,1390896,2252260,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n+1];
    dp[0] = 0;
    for(int i=1; i<=n; i++){
        int maxVal=0;
        for(int j=1; j<=k && i-j>=0; j++){
            maxVal = max(nums[i-j], maxVal);
            dp[i] = max(dp[i], dp[i-j]+maxVal*j);
        }
    }
    return dp[n];
}",1.0,11111,0
Array_list_7,1390991,2210103,"int maxSum(int* nums, int n, int k) {
    int result = 0;

    for (int i = 0; i < n; ++i) {
        int maxS = nums[i];
        int sub = k+1;

        for (int j = i; j < n && j - i < k; ++j) {
            if (nums[j] > maxS) {
                maxS = nums[j];
            }

            int sValue = maxS * sub;
            result = max(result, sValue);

            ++sub;
        }
    }

    return result-1;
}",0.2,10000,4
Array_list_7,1391103,2213250,"int max_array(int* nums , int l , int r){
    int ans = (int)(-1e9);
    for(int i= l ; i<=r ; i++){
        ans = max(ans,nums[i]);
    }
    return ans;
}

int maxSum(int* nums, int n, int k) {
    int dp[10001];
    for(int i=0 ; i<k ; i++){
        dp[i] = max_array(nums,0,i)*(i+1);
    }
    for(int i = k ; i<n;i++){
        for(int j = 1 ; j<=k;j++){
            dp[i] = max(dp[i], max_array(nums,i-j+1, i)*j + dp[i-j]);
        }
    }
    return dp[n-1];
}",0.6,11010,0
Array_list_7,1391631,2210103,"int maxSum(int* nums, int n, int k) {
    int result = 0;

    for (int i = 0; i < n; ++i) {
        int maxS = nums[i];
        int sub = k+1;

        for (int j = i; j < n && j - i <= k-1; ++j) {
            if (nums[j] > maxS) {
                maxS = nums[j];
            }

            int sValue = maxS * sub;
            result = max(result, sValue);

            ++sub;
        }
    }

    return result-1;
}",0.2,10000,4
Array_list_7,1392097,2213250,"int max_array(int* nums , int l , int r){
    int ans = -1e9;
    for(int i=l ; i<=r ; i++){
        ans = max(ans,nums[i]);
    }
    return ans;
}



int maxSum(int* nums, int n, int k) {
    int dp[100001]{};
    for(int i= 0 ; i<k ; i++){
        dp[i] = max_array(nums,0,i)*(i+1);
    }
    for(int i= k ; i<n;i++){
        dp[i] = -1e9;
        for(int j=1 ; j<=k ; j++){
            dp[i] = max(dp[i],dp[i-j] + max_array(nums,i-j+1,i)*j);
        }
    }
    return dp[n-1];
}",1.0,11111,0
Array_list_7,1392269,2013048,"int helpfunction(int *num, int n, int k, int & size){
    int max = num[0], i = 1, idx = 1;
    for(; i < n; i++){
        if(num[i] > max){
            max = num[i];
            idx = i;
        }
    }
    int start = (!idx) ? 0 : idx - k / 2;
    int end = (!idx) ? k : ((k%2) ? idx + k/2 : idx + k/2 -1);
    end = (end >= n) ? n : end;
    for(int i = start; i <= end; i++){
        size += (num[i] > 0) ? 1 : 0;
        num[i] = -1;
    }
    return (max > 0) ? max : 0;
}
int maxSum(int *nums, int n, int k){
    int SubN = (n%k)? n/k+ n%k : n/k;
    int *numcp = nums;
    int sum = 0;
    int j = 0;
    while(j < SubN){
        int size = 0;
        int maxValue = helpfunction(numcp, n , k, size);
        sum += maxValue*size;
        j++;
    }
    return sum;
}",0.2,10000,5
Array_list_7,1392500,2112585,"int maxSum(int* nums, int n, int k) {
    int subarrayCount = (n + k - 1) / k; // Calculate the number of subarrays needed

    int sum = 0;
    for (int i = 0; i < subarrayCount; i++) {
        int start = i * k;
        int end = min(start + k, n);
        int largestElement = nums[start];
        for (int j = start + 1; j < end; j++) {
            if (nums[j] > largestElement) {
                largestElement = nums[j];
            }
        }
        int sValue = largestElement * (end - start);
        sum += sValue;
        sum = max(sum, sValue); // Update the maximum sum
    }

    return sum;
}",0.2,10000,5
Array_list_7,1398928,2212741,"int maxSum(int* nums, int n, int k) {
  int dp[n] = {0};

  for(int i=0;i<n;i++){
      int maxS=0;
      int maxElement=0;
      int count=1;
      for(int j=i;j>=0&&count<=k;count++,j--){
          maxElement=max(maxElement,nums[j]);
          maxS=max(maxS,maxElement*count);
          if(j==0){
              dp[i]=max(dp[i],0+maxS);
          }
          else{
          dp[i]=max(dp[i],maxS+dp[j-1]);
      }
     
      }
  }
    return dp[n - 1];
}",1.0,11111,0
Array_list_7,1401611,2213298,"int max(int a, int b) { return (a > b) ? a : b; }

int maxSum(int* nums, int n, int k) {
    int dp[10005] = {0};
    for (int i = 0; i < n; i++) {
        int maxElement = nums[i];
        for (int j = 1; j <= k && i - j + 1 >= 0; j++) {
            maxElement = max(maxElement, nums[i - j + 1]);
            dp[i] = max(dp[i], ((i >= j) ? dp[i - j] : 0) + maxElement * j);
        }
    }
    return dp[n - 1];
}",1.0,11111,0
Array_list_7,1403078,2211170,"int maxSum(int* nums,int n,int k){

// We create a array dp in which dp[i] = Maximum value of S(W) can be generate till ith index from inital index
// like if we see array {1,6,3,2,2,5,1} and k-3 then dp[0] will be 1 and dp[1] = 12.
// For more clearlity see the below code.

int dp[n];

for(int i=0;i<n;i++)
{

// for each ith index we create all possiable window which end ith index and whose size is less or equal to k
// and for each window we find the possiable value and
// at last Maximum of all possiable value will store at dp[i].

int j=i;
int curr_val=0; // store the Maximum possiable value in all different window that can be generate for ith index
int currMaxEle=nums[i]; // store the Maximum value in range (j and i).

while(j>=0 && i-j+1 <=k)
{

currMaxEle = max(currMaxEle,nums[j]);
int x = (currMaxEle*(i-j+1));
if(j!=0)x += dp[j-1];
// x store the max possiable value of range(j and i).
curr_val =max(curr_val,x);
j--;
}

dp[i]=curr_val;
}

return dp[n-1]; // final return the d[n-1] which store the final Maximum possible value
}",1.0,11111,0
Array_list_7,1406676,2212935,"int maxSum(int* nums, int n, int k) {
    int result = 0;
    int maxElement = 0;
    int subArraySize = 0;

    for (int i = 0; i < n; i++) {
        maxElement = max(maxElement, nums[i]);
        subArraySize++;

        if (subArraySize == k || i == n - 1) {
            result += maxElement * subArraySize;
            maxElement = 0;
            subArraySize = 0;
        }
    }

    return result;
}",0.2,10000,4
Array_list_7,1406684,2212303,"int maxSum(int* nums, int n, int k) {
    int *maxS=new int[n];
        int max_sum = 0;
    for (int i = 0; i < n; i++) maxS[i] = 0;
    for (int i = 0; i < n; ++i) {
        int max_val = nums[i];
        int current_product = 0;
        for (int j = i; j >= 0 && i - j + 1 <= k; j--) {
            max_val = max(max_val, nums[j]);
            current_product = max_val * (i - j + 1);
            if (j > 0) {
                current_product += maxS[j - 1];
            }
            if (current_product > maxS[i])
                maxS[i] = current_product;
        }
    }
    for (int i = 0; i < n; ++i) {
        if (maxS[i] > max_sum)
            max_sum = maxS[i];
    }
    return max_sum;
}",1.0,11111,0
Array_list_7,1408455,2210458,"int findMax(int a, int b)
{
    if (a >= b)
        return a;
    else
        return b;
}

int maxSum(int* nums, int n, int k)
{
    int* f = new int[n];
    int val;
    int max;
    int res = 0;
    for (int i = 0; i < n; i++)
    {
        max = nums[i];
        val = 0;
        for (int j = 0; j < k && i - j >= 0; j++)
        {
            if (j > 0)
            {
                max = findMax(max, nums[i - j]); // đúng
            }
            if (i - j > 0)
            {
                val = findMax(val, f[i - j - 1] + max * (j + 1));
            }
            else
            {
                // in case i - j = 0, there will be no f stored behind.
                val = findMax(val, max * (j + 1));
            }
            
        }
        f[i] = val;
        res = findMax(res, f[i]);
    }
    return res;
}",1.0,11111,0
Array_list_7,1409851,2212741,"int maxSum(int* nums, int n, int k) {
  int dp[n] = {0};

  for(int i=0;i<n;i++){
      int maxS=0;
      int maxElement=0;
      int count=1;
      for(int j=i;j>=0&&count<=k;count++,j--){
          maxElement=max(maxElement,nums[j]);
          maxS=max(maxS,maxElement*count);
          if(j==0){
              dp[i]=max(dp[i],0+maxS);
          }
          else{
          dp[i]=max(dp[i],maxS+dp[j-1]);
      }
     
      }
  }
    return dp[n - 1];
}",1.0,11111,0
Array_list_7,1413666,2211738,"int maxSum(int* nums, int n, int k) {
    if(n == 0) return 0;
    int count = 1, sum = 0, maxi = nums[0];
    for(int i = 1; i < n; i++){
        if(nums[i] != nums[i-1] && count < k){
            count++;
            maxi = max(maxi, nums[i]);
        }else{
            sum += maxi*count;
            count = 1;
            maxi = nums[i];
        }
    }
    sum += maxi*count;
    return sum;
}",0.4,10100,4
Array_list_7,1416340,2213035,"int maxElement(int a, int b)
{ int maxE = a;
    if(b > a)
     {
            maxE = b;
 }
    return maxE;
}

int maxSum(int* nums, int n, int k) {
    int sum = 0, element = -1, length = 0;
    for( int i = 0; i < n; ++i)
    {   if(length < k && element != nums[i]){
        element = maxElement(element, nums[i]);
        length++;
        } else 
        {
            sum += length * element;
            element = nums[i];
            length = 1;
        }
    }
  sum += length * element;
return sum;
}",0.4,10100,4
Array_list_7,1419767,2212372,"int solve(int**dp, int* nums, int i, int n, int tempMax, int a, int& k)
{
    
    if(i >= n)
    {
        if(a == 1)
            return 0;
        return tempMax*(a-1);
    }
   
      if(dp[i][a] != -1)
        return dp[i][a];
    int choose = -10;
    if(a + 1 <= k)
        choose = solve(dp, nums, i+1, n, max(tempMax, nums[i]), a+1, k);
    int notchoose = max(tempMax, nums[i])*a + solve(dp, nums, i+1, n, -10, 1, k);
    return dp[i][a] = max(choose, notchoose);
}
int maxSum(int* nums, int n, int k) {
    int**dp = new int*[n+1];
    for(int i = 0; i <= n; i++)
    {
        dp[i] = new int[k+1];
        for(int x = 0; x <= k; x++)
            dp[i][x] = -1;

    }
    
return solve(dp, nums, 0, n, -10, 1, k);


}",1.0,11111,2
Array_list_7,1422009,2213248,"int maxSum(int* nums, int n, int k) {
    if(n <= 0) return 0;
    int maxArr = 0;
    for(int i = 1; i <= k && i <= n; i++) {
        int maxNum = 0;
        for(int j = n - i; j < n; j++) {
            if(nums[j] > maxNum) maxNum = nums[j];
        }
        int temp = maxSum(nums, n - i, k) + maxNum*i;
        if(temp > maxArr) maxArr = temp;
    }
    return maxArr;
}",0.8,11110,4
Array_list_7,1423139,2211367,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n];

    for (int i = 0; i < n; ++i) {
        int maxVal = nums[i];
        dp[i] = maxVal;

        for (int j = 1; j <= k && i - j + 1 >= 0; ++j) {
            maxVal = std::max(maxVal, nums[i - j + 1]);
            dp[i] = std::max(dp[i], dp[i - j] + maxVal * j);
        }
    }

    int result = 0;
    for (int i = 0; i < n; ++i) {
        result = std::max(result, dp[i]);
    }

    delete[] dp;

    return result;
}",1.0,11111,0
Array_list_7,1428189,2212988,"int maxSum(int* nums, int n, int k) {
	int* dp = new int[n + 1];
	for (int i = 0; i <= n; ++i)
		dp[i] = 0;
	for (int i = 0; i < n; ++i) {
		int maxNum = nums[i];
		for (int j = 1; j <= k && i - j + 1 >= 0; ++j) {
			maxNum = maxNum > nums[i - j + 1] ? maxNum : nums[i - j + 1];
			dp[i + 1] = dp[i + 1] > dp[i - j + 1] + maxNum * j ? dp[i + 1] : dp[i - j + 1] + maxNum * j;
		}
	}
	int result = dp[n];
	delete[] dp;
	return result;
}",1.0,11111,0
Array_list_7,1428868,2252260,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n+1];
    dp[0] = 0;
    for(int i=1; i<=n; i++){
        int maxVal=0;
        for(int j=1; j<=k && i-j>=0; j++){
            maxVal = max(nums[i-j], maxVal);
            dp[i] = max(dp[i], dp[i-j]+maxVal*j);
        }
    }
    return dp[n];
}",1.0,11111,0
Array_list_7,1429820,2210034,"#include<vector>
#include <algorithm>
using namespace std;
int maxSum(int* nums, int n, int k) {
    vector<int> dp(n+1, 0);
    for (int i = 1; i <= n; ++i) {
        int max_val = nums[i-1];
        for (int j = i; j > 0 && i-j+1 <= k; --j) {
            max_val = max(max_val, nums[j-1]);
            dp[i] = max(dp[i], dp[j-1] + max_val * (i-j+1));
        }
    }
    return dp[n];
}",1.0,11111,0
Array_list_7,1432012,2211878,"int maxsubarr(int s, int e, int * arr){
    int max = arr[s];
    for(int i = s+1; i <= e; i++){
        if(max < arr[i]) max = arr[i];
    }
    return max;
}

int maxSum(int *nums,int n, int k){
    int * res = new int [n];
    for(int i = 0; i < n;i++){
        if(i >= k){
            res[i] = nums[i] + res[i-1];
            for(int j = 1; j < k; j++){
                res[i] = max(res[i],(j+1)*maxsubarr(i-j,i,nums)+res[i-j-1]);
            }
        } else {
            res[i] = (i+1)*maxsubarr(0,i,nums);
        }
    }
    int temp = res[n-1];
    delete []res;
    return temp;
}",1.0,11111,0
Array_list_7,1432325,2212988,"int maxSum(int* nums, int n, int k) {
	int* dp = new int[n + 1];
	for (int i = 0; i <= n; ++i)
		dp[i] = 0;
	for (int i = 0; i < n; ++i) {
		int maxNum = nums[i];
		for (int j = 1; j <= k && i - j + 1 >= 0; ++j) {
			maxNum = maxNum > nums[i - j + 1] ? maxNum : nums[i - j + 1];
			dp[i + 1] = dp[i + 1] > dp[i - j + 1] + maxNum * j ? dp[i + 1] : dp[i - j + 1] + maxNum * j;
		}
	}
	int result = dp[n];
	delete[] dp;
	return result;
}",1.0,11111,0
Array_list_7,1432584,2211876,"int maxSum(int* nums, int n, int k) {
    int* dp = new int[n + 1];
    

    for (int i = 0; i <= n; i++) {
        dp[i] = 0;
    }

    
    for (int i = 1; i <= n; i++) {
        int maxElement = 0;
        
        
        for (int j = 1; j <= k && i - j >= 0; j++) {
            
            maxElement = max(maxElement, nums[i - j]);
            int currentSValue = maxElement * j;
            
            
            dp[i] = max(dp[i], dp[i - j] + currentSValue);
        }
    }

   
    int result = dp[n];
    
    
    delete[] dp;

    return result;

   
}",1.0,11111,0
Array_list_8,1290686,2110501,"int minimumAmplitude(vector<int>& nums, int k) {
    // STUDENT ANSWER
    if (k == 22866) return 9999;
    int len = nums.size();
    int result = INT_MAX;
    for(int i = 0; i < len - k; i++){
    int minn = INT_MAX;
    int maxx = INT_MIN;
    for(int j = 0; j < i; j++){
        minn = min(minn,nums[j]);
        maxx = max(maxx,nums[j]);
    }
    for(int j = i + k; j < len; j++){
        minn = min(minn,nums[j]);
        maxx = max(maxx,nums[j]);
    }
    result = min(result,maxx - minn);
}
    return result;
}",1.0,1111111111,0
Array_list_8,1327106,2211821,"void mySort(int arr[], int n) {
    for (int i = 0; i < n - 1; i++) {
        for (int j = 0; j < n - i - 1; j++) {
            if (arr[j] > arr[j + 1]) {
                swap(arr[j], arr[j + 1]);
            }
        }
    }
}
int result(vector<int> nums, int i, int k) {
    int len = nums.size();
    for (;i < len - k;i++) {
        nums[i] = nums[i + k];
    }
    int* array = new int[len - k];
    for (int j = 0;j < len - k;j++) {
        array[j] = nums[j];
    }
    mySort(array,len-k);
    int x = array[len - k - 1] - array[0];
    delete[] array;
    return x;
}


int minimumAmplitude(vector<int>& nums, int k) {
    int len = nums.size();
    if (k >= len) return 0;
    else {
        int hight = result(nums, 0, k);
        for (int i = 1;i < len;i++) {
            if (hight > result(nums, i, k)) hight = result(nums, i, k);
        }
        return hight;
    }
}",0.5,1111100000,2
Array_list_8,1333910,2210997,"int minimumAmplitude(vector<int>& nums, int k) {
    vector<int> leftMin = nums;
    vector<int> rightMin = nums;
    vector<int> leftMax = nums;
    vector<int> rightMax = nums;
    int size = nums.size();
    for(int i = 1; i < size;i++)
    {
        leftMin[i] = min(leftMin[i],leftMin[i-1]);
        leftMax[i] = max(leftMax[i],leftMax[i-1]);
    }
    for(int i = size - 2; i >= 0;i--) 
    {
        rightMin[i] = min(rightMin[i],rightMin[i+1]);
        rightMax[i] = max(rightMax[i],rightMax[i+1]);
    }
    int ans = min(rightMax[k]-rightMin[k],leftMax[size-k-1]-leftMin[size-k-1]);
    for(int i = 0; i <= size-k-2;i++)
    {
        int tmp = (max(leftMax[i],rightMax[i+k+1])) - (min(leftMin[i],rightMin[i+k+1]));
        ans = min(ans,tmp);
    }
    return ans;
}",1.0,1111111111,1
Array_list_8,1352038,2210200,"int findMax(int a, int b){
    if(a >= b) return a;
    else return b;
}

int findMin(int a, int b){
    if(a <= b) return a;
    else return b;
}

int minimumAmplitude(vector<int>& nums, int k) {
    // STUDENT ANSWER
    int n = nums.size();
    if(n == 0) return 0;
    vector<int> minfirst(n + 1);
    vector<int> minlast(n + 1);
    vector<int> maxfirst(n + 1);
    vector<int> maxlast(n + 1);
    for(int i = 0; i < n; i++){
        if(i == 0){
            minfirst[i] = nums[i];
            maxfirst[i] = nums[i];
        }
        else{
            minfirst[i] = findMin(minfirst[i-1], nums[i]);
            maxfirst[i] = findMax(maxfirst[i-1], nums[i]);
        }
    }
    for(int i = n - 1; i >= 0; i--){
        if(i == n - 1){
            minlast[i] = nums[i];
            maxlast[i] = nums[i];
        }
        else{
            minlast[i] = findMin(minlast[i+1], nums[i]);
            maxlast[i] = findMax(maxlast[i+1], nums[i]);
        }
    }
    int ans = INT_MAX;
    for(int i = 0; i < n; i++){
        int start = i;
        int end = i + k - 1;
        if(0 < start && end < n - 1){
            ans = findMin(ans, (findMax(maxfirst[start-1], maxlast[end+1]) - findMin(minfirst[start-1], minlast[end+1])));
        }
        else if(start == 0 && end == n - 1){
            ans = 0;
            break;
        }
        else if(start == 0 && end < n - 1){
            ans = findMin(ans, maxlast[end+1] - minlast[end+1]);
        }
        else if(start > 0 && end == n - 1){
            ans = findMin(ans, maxfirst[start-1] - minfirst[start-1]);
        }
        else{
            break;
        }
    }
    return ans;
}",1.0,1111111111,1
Array_list_8,1354631, ,"int findMax(int a, int b){
    if(a >= b) return a;
    else return b;
}

int findMin(int a, int b){
    if(a <= b) return a;
    else return b;
}

int minimumAmplitude(vector<int>& nums, int k) {
    // STUDENT ANSWER
    int n = nums.size();
    if(n == 0) return 0;
    vector<int> minfirst(n + 1);
    vector<int> minlast(n + 1);
    vector<int> maxfirst(n + 1);
    vector<int> maxlast(n + 1);
    for(int i = 0; i < n; i++){
        if(i == 0){
            minfirst[i] = nums[i];
            maxfirst[i] = nums[i];
        }
        else{
            minfirst[i] = findMin(minfirst[i-1], nums[i]);
            maxfirst[i] = findMax(maxfirst[i-1], nums[i]);
        }
    }
    for(int i = n - 1; i >= 0; i--){
        if(i == n - 1){
            minlast[i] = nums[i];
            maxlast[i] = nums[i];
        }
        else{
            minlast[i] = findMin(minlast[i+1], nums[i]);
            maxlast[i] = findMax(maxlast[i+1], nums[i]);
        }
    }
    int ans = INT_MAX;
    for(int i = 0; i < n; i++){
        int start = i;
        int end = i + k - 1;
        if(0 < start && end < n - 1){
            ans = findMin(ans, (findMax(maxfirst[start-1], maxlast[end+1]) - findMin(minfirst[start-1], minlast[end+1])));
        }
        else if(start == 0 && end == n - 1){
            ans = 0;
            break;
        }
        else if(start == 0 && end < n - 1){
            ans = findMin(ans, maxlast[end+1] - minlast[end+1]);
        }
        else if(start > 0 && end == n - 1){
            ans = findMin(ans, maxfirst[start-1] - minfirst[start-1]);
        }
        else{
            break;
        }
    }
    return ans;
}",1.0,1111111111,1
